,asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime
16235,B00480FIBE,"[5, 6]",1,"['first', 'slight', 'difference', 'light', 'output', 'whiter', 'normal', 'whiter', 'look', 'gonna', 'go', '5000k', 'diamond', 'vision', 'range', 'turn', 'out', 'illegal', 'here', 'australia', 'best', 'check', 'local', 'laws', 'beam', 'output', 'length', 'same', 'oem', 'becomes', 'shorter', 'go', 'whiter', 'light', 'lights', 'pretty', 'much', 'looks', 'although', 'whiter', 'light', 'more', 'clarity', 'sacrifice', 'beam', 'length', 'whiter', 'light', 'intensity', 'hid', 'oppositeit', 'true', 'people', 'life', 'bulbs', 'none', 'think', 'normal', 'oem', 'bulb', 'reduce', 'life', 'bulb', '75', 'pretty', 'much', 'expect', 'out', 'dont', 'surprised', 'blow', 'going', 'over', 'bumps', 'road', 'ive', 'experimenting', 'few', 'bulbs', 'out', 'although', 'phillips', 'make', 'very', 'good', 'long', 'life', 'bulbs', '3300k', 'light', 'offering', '120', 'longer', 'beam', 'whiter', 'bulbs', '4000k', '6000k', 'dont', 'last', 'end', 'up', 'costing', 'fortune', 'replacementsosram', 'bulbs', 'much', 'more', 'durable', 'found', 'still', 'first', 'set', 'osram', 'nightbreaker', 'unlimited', 'lasted', '8', 'months', '20', 'whiter', 'light', 'ratinglets', 'serious', 'really', 'crave', 'white', 'light', 'car', 'research', 'hid', 'xenon', 'kits', 'know', 'white', 'light', 'cool', 'sensible', 'kind', 'back', 'pocket', 'unless', 'cash', 'burn']","01 1, 2014",A1XXH0FBPDZIHF,Micheal G,Osram Nightbreaker is better!,1388534400
16242,B00480FIBE,"[2, 5]",2,"['extremely', 'careful', 'installing', 'bulbs', 'upon', 'testing', 'out', 'bulbs', 'found', 'out', 'one', 'bulb', 'damaged', 'upon', 'removing', 'bulb', 'found', 'out', 'bulb', 'coated', 'weird', 'material', 'installed', 'removed', 'large', 'number', 'bulbs', 'think', 'related', 'installation', 'issuenow', 'stuck', 'one', 'usable', 'bulb', 'out', 'two']","09 26, 2011",A10EGS56HCNHNA,Tim,Problem with one of lightbulb,1316995200
16268,B00480FIDW,"[0, 1]",1,"['hid', 'even', 'id', 'without', 'hthey', 'whiter', 'brighter', 'even', 'better', 'stockdont', 'waste', 'time', 'thesethe', 'ratings', 'read', 'here', 'paid', 'move', 'dont', 'buy', 'save', '30', 'bucks']","08 3, 2013",A1TS2KWXWMSRJH,KayakWesty,"pure crap, not brighter and not whiter and just a rip-off",1375488000
16278,B00480FIDW,"[0, 0]",2,"['true', 'changing', 'fog', 'lights', 'ordering', 'high', 'beams', 'configuration', 'guide', 'suggested', 'low', 'beam', 'very', 'good', 'symmetry', 'obvious', 'replacing', 'high', 'beam', 'headlights', 'fog', 'lights', 'seem', 'well', 'made', 'great', 'packaging', 'amazon', 'great', 'taking', 'back']","09 6, 2013",A253IOATGMT2UP,R. Beaton,Philips said these were the low beam for my MDX,1378425600
16290,B00480FIMI,"[4, 7]",2,"['dont', 'waste', 'money', 'bulbs', 'installed', 'grand', 'prix', 'saw', 'improvement', 'dent', 'wallet', 'dont', 'fall', 'hype']","12 11, 2011",A2KT4UHTM47PDG,"Bill Hower ""Billy C. Hower""","Highly Overrated, No Brighter Than My Original",1323561600
16302,B00480FIMI,"[0, 0]",2,"['looking', 'forward', 'brighter', 'vision', 'especially', '2lane', 'blacktop', 'highways', 'travel', 'really', 'disappointed', 'bulbs', 'dont', 'seem', 'better', 'original', 'lights', '98', 'ford', 'f150', 'order', 'better', 'vision', 'finally', 'installed', 'halogen', 'drivingfog', 'lights', 'solved', 'problem', 'recommend', 'bulbs', 'worth', 'extra', 'money']","07 15, 2013",A247MWMYQLC6UF,J. McCrary,Not as I expected.,1373846400
16305,B00480FIMI,"[0, 0]",2,"['last', 'set', 'bulbs', 'sylvania', 'brighter', 'lasted', '5', 'months', 'longer', 'four', 'month', 'life', 'span', 'out', 'dissapoint']","12 27, 2012",AI1SBMID464QA,KC,Not very bright or long lasting,1356566400
16312,B00480FIMI,"[0, 0]",1,"['im', 'trying', 'one', 'more', 'time', 'thats', 'bought', 'last', 'july', 'now', '13', 'months', 'later', 'one', 'burnt', 'out', 'put', 'out', 'great', 'light', 'night', 'having', 'life', 'year', 'pathetic', 'maybe', 'bad', 'one', 'one', 'burnt', 'out', 'touching', 'bulb', 'install', 'auto', 'light', 'fresh', 'pair', 'clean', 'gloves', 'hands', 'prevent', 'skin', 'oil', 'transfer', 'try', 'one', 'more', 'time', 'move', 'different', 'bulb', 'burn', 'out', 'such', 'short', 'time', 'again']","07 13, 2012",A1RJ4BW5Z1BNUL,Rattler,Short life,1342137600
16326,B00480GZ6G,"[0, 0]",2,"['great', 'deal', 'replace', 'stock', 'bulbs', 'expecting', 'whiter', 'light', 'dont', 'bother', 'installed', 'philip', 'bulb', 'one', 'side', 'compare', 'stock', 'difference', 'trust', 'whiter', 'color', 'stock']","11 1, 2013",A3JG2CYH7ZOT6W,B. MORLOCK,2013 Prius,1383264000
16338,B00480GZ6G,"[0, 1]",2,"['eh', '2005', 'acura', 'rsx', 'lights', 'look', 'identical', 'stock', 'headlights', 'car', 'wouldnt', 'recommend', 'dont', 'seem', 'brighter', 'anything', 'sort', 'waste', 'money', 'opinion']","11 29, 2013",AD2BTZLVU74RN,Ryan,Same as stock...,1385683200
16345,B00480KPH6,"[1, 1]",2,"['know', 'tricolor', 'depending', 'angle', 'front', 'yellow', 'dominant', 'very', 'white', 'led', 'fog', 'lights', 'make', 'headlights', 'look', 'yellow', 'fogs', 'bright', 'enough', 'light', 'up', 'road', 'next', 'time', 'ill', 'whiter', 'bulb']","04 16, 2014",A1D33H7DDMOJM9,Adam Edmondson,Too much yellow,1397606400
16360,B00496Y4IK,"[1, 2]",1,"['purchased', '2003', 'silverado', '1500', 'recommended', 'purchased', 'updated', 'thermostat', 'housing', 'gm', 'updated', '0405', 'models', 'everything', 'went', 'perfect', 'installation', 'until', 'put', 'thermostat', 'torque', 'wrench', 'set', '15', 'lbs', 'required', 'first', 'bolts', 'head', 'broke', 'before', 'even', 'getting', 'tq', 'spec', 'remove', 'part', 'go', 'local', 'part', 'store', 'pickup', 'nongm', 'part', 'sad', 'installed', 'waterpump', 'time', 'reused', 'factory', 'bolts', 'everything', 'fine', 'nowsad', 'went', 'threw', 'effort', 'gm', 'canadian', 'part', 'opposed', 'chinese', 'find', 'included', 'cheap', 'bolts', 'made', 'tin']","09 10, 2013",A20ECZO08VQT1Q,joebrez,Good unit except for included bolts,1378771200
16398,B004B61B34,"[0, 0]",1,"['hitch', 'complete', 'pos', 'pin', 'box', '234', 'receiver', 'box', 'welded', 'crooked', 'bad', 'tell', 'immediately', 'naked', 'eye', 'upon', 'test', 'fit', 'verified', 'crooked', 'receiver', 'level', '1434', 'absolutely', 'excuse', 'poor', 'workmanshipeven', 'chinesemade', 'product', 'mounting', 'trailer', 'hitch', 'unsafei', 'learned', 'lesson', 'more', 'opt', 'cheapest', 'priced', 'item', 'rugged', 'ridge', 'ashamed', 'themselves', 'allowing', 'unit', 'sold', 'name']","01 12, 2014",A2ETZFYVRCW8FD,F. Rees,"Defective, Poor Quality, and Unsafe",1389484800
16416,B004B7YXOM,"[0, 0]",1,"['orderd', '4', 'none', 'worked', 'until', 'final', 'tryit', 'works', 'intall', 'help', 'others', 'bad', 'disc']","05 16, 2012",A2ZJ6IL2HTS9LO,Jeff J. Presta Sr.,wrong disk,1337126400
16444,B004BWU8H8,"[0, 0]",2,"['bought', '2011', 'jk', 'fit', 'opinion', 'yes', 'remove', 'bar', 'under', 'seat', 'big', 'deal', 'loosin', 'up', 'front', 'seat', 'bolts', 'slide', 'thing', 'im', '58', 'ride', 'seat', 'half', 'way', 'back', 'aan', 'sticks', 'out', '35', 'inches', 'out', 'under', 'seat', 'couldnt', 'push', 'back', 'anymore', 'due', 'frame', 'part', 'seat', 'mean', 'still', 'installed', 'hold', 'glock', '23', 'perfect', 'theres', 'plent', 'room', 'more', 'stuff', 'wish', 'wasnt', 'deep', 'pistol', 'slides', 'back', 'reach', 'hand', 'drawer', 'opens', 'up', '12', 'way', '8', 'inches', 'mystery', 'things', 'easliy', 'turn', 'intop', 'pain', 'out']","03 11, 2014",A1MW1D60L9LAK7,Christopher,gah what a project,1394496000
16459,B004BXH6GI,"[0, 0]",2,"['purchased', 'set', '2013', 'subie', 'outback26', 'driver', '19', 'passenger', 'even', 'though', 'amazon', 'fitment', 'wouldnt', 'fit', 'fit', 'perfectly', 'ive', 'read', 'reviews', 'wipers', 'making', 'contact', 'center', 'windshield', 'far', 'outback', 'goes', 'make', 'full', 'contact', 'way', 'very', 'quiet', 'home', 'literally', 'hour', 'ago', 'driving', 'severe', 'weather', 'consisting', 'mixture', 'ice', 'sleet', 'snow', 'im', 'very', 'happy', 'performance', 'im', 'sure', 'long', 'last', 'hope', 'winter', 'season', 'out', 'opinion', 'blades', 'better', 'suited', 'windshields', 'designed', 'very', 'little', 'curvature', '2001', 'chevy', 'malibu', 'many', 'occasions', 'over', 'years', 'ive', 'very', 'selective', 'purchasing', 'blades', 'inward', 'curve', 'windshield', '4', 'stars', 'dont', 'know', 'long', 'last', 'full', 'season', 'out', 'ill', 'update', 'scoreupdate', '6282013', 'remove', 'wipers', 'subaru', 'outback', 'few', 'months', 'started', 'making', 'lots', 'noise', 'rain', 'tried', 'cleaning', 'blades', 'multiple', 'times', 'nothing', 'worked', 'continued', 'clean', 'effectively', 'contact', 'noise', 'tolerable', 'slightly', 'shorter', 'oem', 'causing', 'onboard', 'collision', 'avoidance', 'system', 'eyesight', 'disable', 'during', 'rain', 'clear', 'lens', 'area', 'effectively', 'reinstalled', 'oem', 'wipers', 'well', 'now', 'ill', 'stick', 'subaru', 'oem', 'wipers']","02 8, 2013",A2Z99424KWK98J,Eddie R Lopez,Fits 2013 Subaru Outback,1360281600
16462,B004BXH6GI,"[0, 0]",1,"['put', '2005', 'toyota', 'prius', 'worthless', 'doesnt', 'touch', 'windscreen', 'center', '23', 'inches', 'leave', 'big', 'wet', 'streak', 'right', 'field', 'view', 'standing', 'still', 't', 'highway', 'speeds', 'difference']","02 18, 2012",A2SKAI16GCSEQ6,Jeremy Mikesell,Does not touch windscreen in center,1329523200
16466,B004BXH6GI,"[0, 1]",2,"['wiper', 'fit', '2006', 'cadillac', 'sts', 'even', 'thought', 'adapter', 'work']","05 29, 2014",A36SCLCL9XE4LO,"P. Kasprzyk ""Paul K""",Warning..!,1401321600
16519,B004EDF8HY,"[0, 2]",2,"['effect', 'nothing', 'led', 'lights', 'bought', 'ones', 'already', 'very', 'poor', 'product', 'wired', 'up', 'instructions', 'send', 'bulbs', 'back', 'flashed', 'fast']","11 7, 2013",A2CCR76AA196FT,john,"50W 6Ohm LED Load Resistors for LED Turn Signal Lights or LED License Plate Lights (Fix Hyper Flash, Warning Cancellor)",1383782400
16543,B004G5FKO6,"[3, 4]",2,"['im', 'car', 'guy', 'used', 'custom', 'detail', 'shop', 'cars', 'detailed', 'regularly', 'im', 'going', 'harsh', 'critic', 'type', 'productthis', 'kit', 'keep', 'glovebox', 'quick', 'cleanups', 'fact', 'doesnt', 'even', 'include', 'cloths', 'really', 'trial', 'pack', '2oz', 'five', 'products', 'probably', 'intended', 'buy', 'larger', 'quantitiesthe', 'products', 'areall', 'purpose', 'spraywindow', 'clear', 'spraydashboard', 'protect', 'spraycarpet', 'upholstery', 'sprayleather', 'care', 'creamthey', 'worked', 'ok', 'great', 'scented', 'lemonorange', 'scented', 'others', 'lavender', 'scented', 'smell', 'pretty', 'bad', 'opinion', 'walked', 'out', 'detail', 'shop', 'paying', 'few', 'hundred', 'bucks', 'car', 'smelled', 'happymy', 'real', 'concern', 'leather', 'care', 'seems', 'very', 'oily', 'really', 'leatherique', 'saddle', 'soap', 'products', 'usethis', 'stuff', 'ok', '90', 'people', 'driving', 'around', 'ordinary', 'cars', 'someone', 'really', 'pays', 'attention', 'car', 'detailing', 'actually', 'orbital', 'polisher', 'probably']","06 22, 2011",A1EH2S92FHWZRP,Just a guy,"Product works OK, but it is really a sample/trial pack and they are scented",1308700800
16552,B004GFS2C8,"[0, 0]",1,"['review', 'basically', 'chip', 'spider', 'webbing', 'crack', '1', 'inch', '1', 'inch', 'nothing']","12 20, 2013",A1UTM65Y3G9HUL,Briggs,Did NOTHING for the spider webs cracks.,1387497600
16553,B004GFS2C8,"[0, 0]",2,"['product', 'ok', 'honest', 'fix', 'crack', 'maybe', '13', 'size', 'penny', 'used', 'quite', 'useless', 'crack', 'windshield', 'even', 'bought', 'two', 'basically', 'use', 'once', 'useless', 'recommend', 'based', 'experience', 'tiny', 'tiny', 'tiny', 'tiny', 'crack', 'even', 'require', 'fixing', 'maybe', 'solution']","02 15, 2014",AJ4XON673JKX6,california_prius,It is not what it claims to be,1392422400
16561,B004GFS2C8,"[2, 4]",1,"['stuff', 'didnt', 'work', 'intructions', 'bit', 'hard', 'understand', 'once', 'figured', 'out', 'product', 'piece', 'garbage', 'anyway', 'didnt', 'really', 'make', 'difference', 'anything', 'made', 'problem', 'worse']","11 8, 2012",A1PJVW2GSF73E7,thejmjohnson,Not A Good Fix,1352332800
16583,B004HAEFS2,"[0, 0]",2,"['near', 'bright', 'others', 'ive', 'seen', 'original', 'incandescent', 'light', 'assembly', 'lot', 'brighterthe', 'gaskets', 'fit', 'snuggly', 'hole', 'opening', 'allowing', 'light', 'sit', 'loose', 'eventually', 'fall', 'out', 'use', 'original', 'gasket', 'again', 'brightness', 'main', 'issue', 'twice', 'bright']","03 29, 2014",A17VNKKQYNJXWS,pinky,keep looking,1396051200
16614,B004HCOE72,"[7, 8]",2,"['using', 'kit', 'lot', 'easier', 'expected', 'results', 'pretty', 'amazing', 'definitely', 'bit', 'mess', 'well', 'worth', 'honestly', 'think', 'took', 'long', 'mask', 'headlights', 'blue', 'painters', 'tape', 'took', 'headlight', 'sanding', 'buffing', 'sandpaper', 'handle', 'couldve', 'better', 'mine', 'broke', 'apart', 'once', 'done', 'first', 'sanding', 'stage', 'make', 'sure', 'apply', 'uv', 'protectant', 'once', 'month', 'headlight', 'plastic', 'mostlikely', 'start', 'suffer', 'againedit', '1514', 'original', 'review', 'headlights', 'now', 'back', 'old', 'yellowy', 'gross', 'appearance', 'methodical', 'applications', 'uv', 'protectant', 'id', 'overall', 'likenew', 'appearance', 'lasted', 'over', 'two', 'months', 'letdown']","07 5, 2013",A34O0KQV4QXWNQ,"Dako ""Dako""",Easy Weekend Project With Great Results,1372982400
16649,B004HCOE8Q,"[3, 11]",2,"['title', 'see', 'difference', 'even', 'applying', 'long', 'time', 'probably', 'work', 'better', 'older', 'paints', 'meguiar', 'specified', 'description', 'product', 'recommended', 'good', 'condition', 'surfacesi', 'recommend', 'one']","08 14, 2012",A30DF71BED07GG,V,Did not see any difference on my '08 BMW,1344902400
16709,B004JV6OMO,"[0, 6]",2,"['posted', 'gauge', 'wire', 'help', 'decide', 'work', 'recommend', 'doing', 'more', 'research', 'before', 'purchasing']","09 9, 2012",A3OVZ3PDXZ4NGJ,"Stephen Simon ""mozart""",what gauge,1347148800
16760,B004LSJ0QW,"[1, 2]",2,"['thin', 'hold', 'much', 'removed', 'wax', 'youre', 'going', 'job', 'properly', 'youll', 'find', 'yourself', 'changing', 'pads', 'dozen', 'times', 'doing', 'whole', 'car', 'easier', 'use', 'good', 'microfiber', 'towels', 'hand', 'buff']","05 1, 2013",A1J1S9E53DNAP6,"tom4416 ""bookie monster""",Load up way too quickly,1367366400
16761,B004LSJ0QW,"[2, 2]",1,"['want', 'bonnets', 'texture', 'used', 'kitchen', 'towel', 'add', 'swirlscratch', 'car', 'product', 'far', 'worst', 'quality', 'seen', 'isnt', 'even', 'microfiber', 'clear', 'coat', 'safe', 'find', 'softer', 'material', 'use', 'car', '99', 'cents', 'store', 'blue', 'pads', 'seriously', 'same', 'material', 'dentist', 'uses', 'bib', 'patients', 'feels', 'cheap', 'plastic', 'sheet', 'foam', 'white', 'buffing', 'pads', 'feel', 'dried', 'up', 'used', 'rag', 'use', 'cleaning', 'kitchen', 'counters', 'dont', 'waste', 'money', 'cheap', 'representation', 'shame', 'turtlewax', 'allowing', 'such', 'garbage', 'product', 'under', 'name', 'brand']","10 21, 2013",A14FOM1BCWRR3L,YGH,Don't waste your money,1382313600
16762,B004LSTQWU,"[0, 0]",2,"['check', 'out', 'couple', 'seconds', 'touched', 'contacts', 'trucks', 'dome', 'light', 'bright', 'clean', 'light', 'definitely', 'looking', 'installing', 'one', 'contacts', 'snapped', 'circuit', 'board', 'end', 'contacts', 'attached', 'via', 'solder', 'connections', 'didnt', 'take', 'much', 'break', 'looks', 'ill', 'regular', 'incandescent', 'bulb', 'auto', 'parts', 'place', 'disappointed']","08 2, 2013",A1H3LQFLOBU14F,Dan,"Good and bright, but it broke when I was installing it.",1375401600
16779,B004MDXS0U,"[0, 1]",2,"['bought', 'mainly', 'charging', 'apple', 'laptop', 'didnt', 'work', 'never', 'tried', 'anything', 'cant', 'comment', 'whether', 'works', 'applications', 'disappointed', 'thought', 'sure', 'one', 'work', 'trying', 'others', 'lower', 'wattages', 'ended', 'up', 'sending', 'back']","02 19, 2013",A2JXRRS8SUB5VC,MiBow,This item didn't work for my intended needs.,1361232000
16813,B004NSI868,"[16, 20]",1,"['first', 'thing', 'notice', 'wasnt', 'seal', 'around', 'lens', 'housing', 'water', 'housing', 'first', 'rain', 'stormthe', 'second', 'problem', 'left', 'one', 'developed', 'crack', 'lens', 'visible', 'signs', 'impactthe', 'third', 'thing', 'lights', 'shake', 'going', 'over', 'bumps', 'lite', 'weak', 'plasticthe', 'fourth', 'thing', 'bulbs', 'halogen', 'produce', 'yellow', 'light', 'instead', 'whitei', 'ended', 'up', 'buying', 'another', 'lamp', 'another', 'company', 'thats', 'compare', 'quality', 'both', 'lampsi', 'course', 'installed', 'lights', 'find', 'imperfections', 'return', 'out', '50', 'bucks', 'buyer', 'beware']","03 21, 2012",A1U6RLUA8D5DSX,Gearz,( BUYER BEWARE ),1332288000
16843,B004PILLZG,"[4, 7]",1,"['asphaultic', 'smell', 'stunk', 'up', 'car', 'lot', 'thin', 'optimal', 'coverage', 'spend', 'extra', 'money', 'stingers', 'roadkill', 'product', 'zero', 'smell', 'much', 'thicker', 'doesnt', 'cost', 'much', 'more', 'anyone', 'whos', 'done', 'installs', 'knows', 'pain', 'getting', 'innards', 'out', 'access', 'sheet', 'metal', 'go', 'through', 'install', 'something', 'substandard', 'points', 'applied', 'somewhere', 'ventilated', 'outside', 'interior', 'car', 'industrial', 'useedit', 'started', 'falling', 'panels', 'during', 'winter', 'temps', 'routinely', '30s', 'lower', 'rating', 'another', 'notch', 'junky']","10 12, 2012",A2SH6A32BE6NEV,"Comp Expert ""Comp""",Stinky,1350000000
16870,B004Q83TGO,"[3, 5]",1,"['keep', 'lawn', 'mower', 'maintained', 'keep', 'outside', 'year', 'surprised', 'read', 'product', 'intended', 'outdoor', 'use', 'called', 'company', 'explained', 'product', 'designed', 'used', 'inside', 'vehicle', 'kind', 'defeats', 'purpose', 'product']","02 3, 2013",AO377Z7UORPJ6,"TheMountainMan ""TheMountainMan""",5W Solar Maintainer,1359849600
16882,B004QQLR4M,"[0, 0]",1,"['rating', 'product', 'one', 'star', 'draw', 'attention', 'review', 'blade', 'itself', 'good', 'materials', 'construction', 'water', 'removal', 'good', 'tried', 'c19ub', 'passenger', 'side', 'gs350', 'worked', 'well', '24', 'factory', 'one', 'driver', 'side', 'anco', 'blade', 'molded', 'spoiler', 'makes', 'similar', 'appearance', 'factory', 'wiper', 'gs350', 'holder', 'refill', 'assembly', 'rate', 'product', 'id', 'rate', '3', 'stars', 'high', 'cost', 'justified', 'additional', 'benefit', 'over', 'factory', 'blade', 'refillthere', 'two', 'points', 'wanted', 'make', 'are1', 'attention', 'paid', 'letters', 'oe', 'ub', 'end', 'blade', 'model', 'suggest', 'using', 'amazon', 'fit', 'guide', 'top', 'product', 'page', 'visiting', 'anco', 'website', 'find', 'specific', 'models', 'fit', 'vehicle', 'ordered', 'c20oe', 'c26oe', 'amazon', 'vine', 'benefit', 'amazon', 'fit', 'guide', '2009', 'toyota', 'highlander', 'fit', 'ordered', 'oe', 'blades', 'thinking', 'oe', 'stood', 'original', 'equipment', 'family', 'owns', 'previously', 'owned', 'toyotalexus', 'cars', 'familiar', 'cane', 'handle', 'type', 'windshield', 'wiper', 'arm', 'anco', 'oe', 'blades', 'fit', 'type', 'connector', 'additionally', 'product', 'description', 'blade', 'oestyle', 'spoiler', 'even', 'more', 'confusing', 'oe', 'model', 'number', 'refers', 'anyway', 'toyota', 'lexus', 'cane', 'handle', 'type', 'wiper', 'arm', 'blade', 'models', 'ending', 'ub', 'fit', 'connector2', 'think', 'replacement', 'blades', 'expensive', 'usually', 'buy', 'wiper', 'blade', 'refills', 'dealer', 'ten', 'dollars', 'two', 'blades', 'cost', 'two', 'three', 'times', 'depending', 'availability', 'rebate', 'tried', 'c19ub', 'alongside', 'factory', '24', 'blade', 'gs350', 'find', 'anco', 'blade', 'clean', 'windshield', 'better', 'factory', 'blade', 'one', 'previous', 'cars', 'tried', 'valeo', '900', 'ultimate', 'blades', 'similar', 'anco', 'contour', 'same', 'opinion', 'although', 'replacement', 'blades', 'work', 'well', 'work', 'better', 'factory', 'refills', 'high', 'cost', 'makes', 'unappealing', 'find', '23', 'times', 'cost', 'factory', 'refills', 'blades', 'work', '23', 'times', 'better']","05 7, 2013",A3G5MOHY1U635N,"A-mazon Customer ""SPB-RU""","Good blade, but expensive.  Beware of different connectors -OE vs. -UB",1367884800
