,asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime
17935,B0067DNSUI,"[4, 5]",1,"['love', 'qualiti', 'construct', 'vest', 'size', 'true', 'dont', 'run', 'small', 'run', 'ridicul', 'small', 'mean', '4xl', 'small', 'someon', 'wear', 'xl', '4xl', 'fit', 'daughter', 'wear', 'women', 'medium', 'realli', 'turn', 'out', 'wast', 'time', 'especi', 'want', 'vest', 'weekend']","08 27, 2013",AR3WTWQ4H2GOD,"Michael L. Williams ""MDub""",Poor product representation!,1377561600
17936,B0067DNSUI,"[0, 0]",2,"['order', 'larger', 'size', 'everyon', 'review', 'small', 'gave', 'son', 'wear', 'xl', 'order', 'xxxl', 'minimum', 'fit']","05 12, 2013",A63ZOBET2J2II,mister G,way way to small,1368316800
17949,B0067ECS6W,"[4, 7]",2,"['kn', 'websit', 'word', 'character', 'both', 'ps', 'hp', 'seri', 'filter', 'premium', 'ps', 'seri', 'certain', 'premium', 'filter', 'allth', 'metal', 'hous', 'thinner', 'diamet', 'smaller', 'flowhol', 'around', 'central', 'mount', 'hole', 'smaller', 'width', 'seal', 'gasket', 'wide', 'sloppi', 'amount', 'glue', 'between', 'base', 'plate', 'outsid', 'hous', 'term', 'contractor', 'grade', 'came', 'mind', 'be', 'cheaper', 'bare', 'function', 'product', 'design', 'jobber', 'endus', 'eye', 'quality', 'ask', 'kn', 'consid', 'chang', 'word', 'product', 'descript', 'more', 'accur', 'reflect', 'inferior', 'qualiti', 'filter', 'compar', 'hpseriessinc', 'dont', 'need', 'hp', 'seri', 'nut', 'top', 'filter', 'thought', 'id', 'save', 'buck', 'two', 'filter', 'equival', 'qualiti', 'otherwis', 'poor', 'economyupdat', 'receiv', 'satisfactori', 'respons', 'kn', 'staff', 'market', 'consum', 'affair', 'depart', 'identifi', 'myself', 'longtim', 'custom', 'express', 'disappoint', 'ps', 'seri', 'fail', 'live', 'up', 'expect', 'base', 'subsequ', 'communic', 'remain', 'loyal', 'custom']","10 4, 2013",A2NDMKZIM7FOOB,P. Corson,Not as good as the HP series K&N,1380844800
17972,B006E3SJZA,"[0, 0]",2,"['attract', 'low', 'price', 'tri', 'substitut', 'led', 'bulb', 'filament', 'bulb', 'coupl', 'motorhom', 'overhead', 'fixtur', 'hope', 'id', 'eventu', 'replac', 'incandesc', 'bulb', 'save', 'power', 'make', 'electr', 'connect', 'pri', 'wire', 'base', 'slight', 'onc', 'ensur', 'polar', 'correct', 'led', 'bulb', 'came', 'even', 'work', 'light', 'output', 'nowher', 'near', 'much', 'get', 'filament', 'bulb', 'though', 'advertis', 'be', 'white', 'color', 'light', 'cool', 'light', 'blue', 'cast', 'notatal', 'warm', 'light', 'differ', 'light', 'color', 'light', 'intens', 'between', 'led', 'bulb', 'regular', 'incandesc', 'filament', 'bulb', 'dramat', 'much', 'reduc', 'light', 'power', 'consumpt', 'cours', 'great', 'increas', 'time', 'light', 'coach', 'befor', 'have', 'charg', 'batteri', 'wont', 'sad', 'continu', 'look', 'warmer', 'brighter', 'led', 'bulb']","01 9, 2014",A2OKRGHIYTBQ6P,"Lewis A. Edge Jr. ""Happy Traveler""",Not Willing to Trade My Incandescent Bulbs for These,1389225600
17980,B006EGAIII,"[0, 0]",1,"['tri', 'drive', 'tend', 'move', 'forward', 'car', 'ground', 'again', 'sometim', 'move', 'right', 'left', 'even', 'drive', 'absolut', 'straight', 'lineto', 'use', 'safe', 'way', 'youd', 'block', 'sudden', 'shoot', 'forward', 'long', 'stick', 'sturdi', 'wood', 'trick', 'fix', 'against', 'move', 'object', 'piec', 'wood', 'wide', 'enough', 'help', 'ramp', 'misalign']","06 17, 2014",A3VTC3D0AYXTT,EURO REVIEW,driving on them is a pain in the behind,1402963200
17995,B006EGAIJ2,"[5, 7]",1,"['first', 'ramp', 'arriv', 'huge', 'box', 'lot', 'packag', 'paper', 'packag', 'well', 'put', 'both', 'floor', 'next', 'each', 'live', 'room', 'one', 'ramp', 'extra', 'plastic', 'materi', 'center', 'part', 'bottom', 'took', 'plastic', 'out', 'mold', 'didnt', 'good', 'job', 'cut', 'excess', 'one', 'ramp', 'swing', 'lift', 'right', 'kid', 'jump', 'ramp', 'perfect', 'move', 'use', 'small', 'handsaw', 'finish', 'myself', 'veri', 'simpl', 'thing', 'factori', 'observ', 'befor', 'ship', 'none', 'conform', 'partfyi', 'race', 'ramp', 'use', 'lower', 'sport', 'sedan', '10', 'degre', 'slopeupd', '6232013i', 'tri', 'go', 'up', 'ramp', 'slowli', 'sever', 'time', 'over', 'right', 'side', 'ramp', 'went', 'under', 'tire', 'ramp', 'bent', 'wall', 'insid', 'broke', 'center', 'wall', 'twist', 'minor', 'crack', 'appear', 'one', 'mistak', 'go', 'up', '17', 'degre', 'cost', '55', 'buck', 'burn', 'faster', 'matchi', 'drive', 'again', 'top', 'ramp', 'sure', 'safe', 'use', 'think', 'floor', 'jack', 'coupl', 'jack', 'stand', 'along', 'veri', 'good', 'knowledg', 'place', 'lift', 'vehicl', 'best', 'solutionus', '2009', 'chrysler', 'town', 'countri', 'van', 'curb', 'weight', '4750', 'lbsupdat', '9202013i', 'forgot', 'mention', 'day', 'ramp', 'damag', 'call', 'manufactur', 'sent', 'new', 'one', 'im', 'sell', 'sent', 'back', 'damag']","06 21, 2013",A3OMXO2ANHIQH4,"AH ""NoShadowOfDoubt""","Steep ramps, poor quality control, one mistake and they're gone",1371772800
17997,B006EGAIJ2,"[2, 2]",1,"['ive', 'both', 'origin', 'new', 'style', 'nest', 'rhino', 'rampssinc', 'move', 'concret', 'origin', 'easili', 'drive', 'over', 'given', 'veri', 'low', 'lip', 'end', 'ramp', 'yes', 'drove', 'over', 'origin', 'took', 'chunk', 'out', 'end', 'ramp', 'land', 'rocker', 'panel', '34pinch', 'weld34i', 'sold', 'origin', 'bought', 'new', 'style', 'one', 'hope', 'betterthey', 'end', 'ramp', 'split', 'nest', 'two', 'three', 'usesth', 'right', 'wheel', 'spun', '2003', 'toyota', 'corolla', 'melt', 'surfac', 'one', 'rampth', 'race', 'pamp', 'three', 'tome', 'price', 'perfect', 'dump', 'purchas', 'insteadal', 'rate', '5', 'star', 'amazon', 'basic', 'one', 'time', 'pay']","06 3, 2014",A2HW2SW830Y2LC,Happy Shopper,Redesign turned out to be worse than original...split after two uses...,1401753600
18002,B006EGAIJ2,"[2, 2]",2,"['ramp', 'keep', 'slide', 'pavement', 'put', 'towel', 'under', 'work', 'seem', 'way', 'ramp', 'work', 'back', 'up', 'someth', 'keep', 'slide', 'return']","08 3, 2013",A5P796BS7E515,S. J. KIM,Does not grip,1375488000
18009,B006EH9WUC,"[1, 1]",2,"['want', 'add', 'batteri', 'disconnect', 'rv', 'batteri', 'order', 'came', 'time', 'actual', 'put', 'impress', 'batteri', 'cabl', 'wire', 'size', 'big', 'switch', 'better', 'see', 'prior', 'purchas']","05 6, 2014",AF6WP7ZTW3W82,Kurt Bravo,Cheaply Built,1399334400
18016,B006FUT09G,"[18, 25]",1,"['ive', 'use', 'meguir', 'product', 'year', 'veri', 'satisfi', 'mani', 'product', 'one', 'ive', 'tri', 'mani', 'differ', 'type', 'glass', 'cleaner', 'age', 'old', 'windex', 'spray', 'foam', 'cleaner', 'past', 'cleaner', 'final', 'one', 'one', 'horribl', 'initi', 'cleaner', 'seem', 'work', 'leav', 'behind', 'thin', 'oili', 'residu', 'glass', 'more', '30', 'year', 'detail', 'take', 'care', 'car', 'ive', 'never', 'encount', 'product', 'hazesfog', 'faster', 'more', 'one', 'make', 'sure', 'test', 'product', 'kind', 'glass', 'auto', 'glass', 'window', 'home', 'mirror', 'aquarium', 'etc', 'even', 'tri', 'use', 'differ', 'dri', 'tool', 'sever', 'type', 'paper', 'towel', 'microfib', 'towel', 'synthet', 'chamoi', 'result', 'alway', 'sameit', 'foggedhaz', 'type', 'glass', 'veri', 'short', 'timedo', 'wast', 'money', 'cleaner', 'ive', 'found', 'veri', 'best', 'result', 'come', 'plain', 'distil', 'ro', 'water', 'high', 'qualiti', 'microfib', 'towel', 'doesnt', 'fog', 'wont', 'harm', 'interior', 'window', 'tint', 'cost', 'practic', '0']","08 10, 2012",A1BB5NP2P2HEYA,Veganpilot,Don't waste your money!,1344556800
18054,B006N95RGO,"[0, 0]",2,"['thought', 'product', 'offer', 'easi', 'way', 'transfer', 'print', 'imag', 'onto', 'car', 'print', 'someth', 'special', 'paper', 'easili', 'transfer', 'over', 'oper', 'word', 'be', 'easi', 'there', 'noth', 'easi', 'process', 'direct', 'show', 'complex', 'star', 'shape', 'virtual', 'imposs', 'averag', 'person', 'replic', 'given', 'step', 'requir', 'precis', 'cut', 'design', 'out', 'razor', 'blade', 'painstak', 'tedious', 'work', 'anyon', 'includ', 'high', 'talent', 'artist', 'cut', 'intric', 'detail', 'perfect', 'come', 'up', 'usabl', 'design', 'didnt', 'look', 'garbagea', 'wasnt', 'complic', 'enough', 'tape', 'design', 'onto', 'car', 'perfect', 'hope', 'stencil', 'doesnt', 'move', 'one', 'iota', 'buff', 'paint', 'car', 'actual', 'sandpap', 'end', 'result', 'look', 'mediocr', 'best', 'guess', 'noth', 'better', 'great', 'littl', 'project', 'hobbyist', 'serious', 'wonder', 'arent', 'better', 'altern', 'take', 'less', 'time', 'look', '1000x', 'better', 'requir', 'intent', 'scratch', 'car', 'processbottom', 'line', 'nice', 'idea']","02 15, 2012",AQIJ3ZEEVCIKU,Kaio,Ridiculous process for mediocre results,1329264000
18055,B006N95RGO,"[1, 3]",1,"['kit', 'imposs', 'use', 'worth', 'money', 'regular', 'vinyl', 'stick', 'decal', 'easier', 'appli', 'fact', 'kit', 'come', 'wet', 'sand', 'paper', 'indic', 'difficult', 'use', 'caus', 'damag', 'paint', 'surfac']","02 22, 2012",A2X6J6AFLLYVXH,Michael Hilton,Impossible to use,1329868800
18065,B006OQ35GU,"[3, 5]",1,"['those', 'purchas', 'thi', '45', 'degre', 'turn', 'stop', 'leak', 'rush', 'wast', 'water', 'come', 'out', 'seal', 'hose', 'handl', 'type', 'pressur', '90', 'degre', 'turn', 'work', 'better', 'wast', 'water', 'rush', 'direct', 'hose', 'seal']","06 22, 2013",A2KWHIIZRNQ4SJ,Amazon Customer,bad quality,1371859200
18153,B006R34PB4,"[1, 1]",2,"['ok', 'bound', 'doa', 'bulb', 'couldnt', 'send', 'replac', 'without', 'have', 'return', 'defect', 'one', 'isnt', 'go', 'repair', 'show', 'custom', 'realli', 'want', 'busi', 'make', 'send', 'back', 'mail', 'much', 'go', 'realli', 'cost']","03 18, 2013",A8OL3GQLRY3SA,"CO364 ""Semi informed""",Only one worked,1363564800
18156,B006R34PB4,"[1, 2]",1,"['put', 'one', 'rvs', 'porch', 'light', 'replac', 'standard', 'bulb', 'melt', 'check', 'socket', 'millimet', 'socket', 'turn', 'out', 'fine', 'sure', 'bad', 'unit', 'threw', 'one', 'away', 'desir', 'fire']","11 26, 2012",A2P6Y0Z8ZRGZLD,"Denard D. Springle IV ""TechnoLover""",Melted,1353888000
18173,B006R34PB4,"[1, 1]",2,"['light', 'work', 'bright', 'like', 'nice', 'area', 'need', 'littl', 'bit', 'light']","11 13, 2013",A21LDIFT02EMXX,RPC,very dim lights,1384300800
18191,B006VFEJJQ,"[2, 4]",1,"['great', 'price', 'great', 'amazon', 'servic', 'doesnt', 'fit', 'first', 'prius', 'care', 'refund', 'instant', 'love', 'amazon', '2004', 'older', 'work', 'ratng', 'actual', 'fair', 'know', 'sorri']","02 1, 2014",A26OZBG56R4952,rnman,does not fit prius 2001- 2003 as stated by amazon!,1391212800
18224,B00755JMYS,"[0, 0]",2,"['receiv', 'most', 'long', 'didnt', 'work', 'correct', 'contact', 'far', 'out', 'led', 'wouldnt', 'work', 'well']","08 1, 2013",A30GS4I98P73FM,Bigblack,Product was Horrible,1375315200
18267,B007ECFURK,"[12, 14]",1,"['live', 'southern', 'california', 'sunni', 'everyday', 'summer', 'around', '90s', 'heat', 'wave', '105', 'day', 'purchas', 'june', '26th', '2012', 'now', 'complet', 'fell', 'apart', 'product', 'veri', 'cheapli', 'made', 'evid', 'soon', 'open', 'itconsit', 'thin', 'cheap', 'actual', 'get', 'heat', 'up', 'sun', 'turn', 'thin', 'paper', 'bend', 'easili', 'caus', 'fall', 'out', 'windowaft', 'two', 'month', 'black', 'felt', 'around', 'edg', 'sun', 'shade', 'start', 'flake', 'caus', 'horribl', 'mess', 'car', 'time', 'remov', 'shade', 'more', 'come', 'offalso', 'eye', 'color', 'now', 'flake', 'bunch', 'hole', 'shade', 'paint', 'sideprosit', 'cool', 'first', 'month', 'until', 'start', 'fall', 'apart']","09 16, 2012",A2WUOZN2O3HEFK,Brandon,Absolute junk after 2 months,1347753600
18298,B007I75D8W,"[0, 0]",2,"['burn', 'out', 'within', 'few', 'week', 'notic', 'burn', 'insid', 'unit', 'discolor', 'thermal', 'protect', 'work', 'seller', 'respond', 'replac', 'warranti', 'info']","03 25, 2014",A9OBJEJ2UMBMS,BluPenguin,Bright but doesn't last,1395705600
18299,B007I75D8W,"[0, 0]",1,"['origin', 'review', 'ram', 'pickup', 'backup', 'light', 'even', 'though', 'lens', 'shine', 'up', 'reflector', 'throw', 'much', 'more', 'bright', 'white', 'light', 'led', 'setup', 'ive', 'triedupd', 'order', 'march', 'instal', '2', 'week', 'came', 'tonight', '629', 'passeng', 'side', 'revers', 'light', 'complet', 'fail', 'strobe', 'flicker', 'simpli', 'light', 'remain', 'bulb', 'veri', 'hot', 'appar', 'bulb', 'although', 'substanti', 'brighter', 'readi', 'prime', 'time', 'obvious', 'cool', 'proper', 'replac', 'bulb', 'origin', 'led', 'instal', 'avoid', 'vendor', 'futur']","05 2, 2014",A2H87DWVVYBD05,Gig,(NOT) great for backup lights - FAILED!,1398988800
18307,B007I7D66S,"[4, 6]",1,"['sorri', 'bulb', 'veri', 'dull', 'few', 'toss', 'burn', 'up', 'poepl', 'make', 'comment', 'idea', 'led', 'bulb', 'cheap', 'garbag', 'want', 'true', 'good', 'bulb', 'goto', 'superbrightl', 'spend', 'bit', 'more', 'pay', 'buy', '2', 'superbright', 'compar', 'love', 'pictur', 'up', 'show', 'bright', 'make', 'laugh', 'caus', 'think', '20', 'bulb', '10', 'buck', 'superbright', '1', '595', 'realli', 'bright', 'guarante', 'life', 'plus', 'china', 'made']","12 12, 2012",A7WUH62TQYRHM,Clint,DON'T BOTHER BUYING THESE!!,1355270400
18320,B007J0V7MO,"[0, 0]",1,"['junk', 'dont', 'buy']","07 5, 2014",A1PMV0WV45OPEE,Dwayne C.,junk,1404518400
18334,B007JSGR9Y,"[0, 0]",2,"['return', 'scanner', 'intermitt', 'tri', 'find', 'out', 'onlineaboutthi', 'model', 'ms309', 'regist', 'item', 'want', 'item', 'came', 'china', 'registr', 'possibl', 'scanner']","04 28, 2014",AJP569L5Y2RJH,cruzer01,No warranty,1398643200
18335,B007JSGR9Y,"[1, 1]",2,"['work', '2001', 'acura', 'mdx', '1st', 'generat', 'honda', 'pilotcal', 'autel', 'support', 'total', 'useless', 'deni', 'productinstead', 'buy', 'theinnova', '3040', 'obd2', 'scan', 'toolorinnova', '3030', 'diagnost', 'code', 'reader', 'obdii', 'vehiclesthat', 'friend', 'recommend', 'work', '2001', 'acura', 'mdxnow', 'long', 'stori', 'purchas', 'tool', 'read', 'code', '2001', 'acura', 'mdx', 'equival', '1st', 'generat', 'honda', 'pilot', 'well', 'work', 'keep', 'scan', 'eventu', 'give', 'link', 'error', 'ive', 'tri', 'ignit', 'switch', 'posit', 'engin', 'run', 'well', 'have', 'engin', 'run', 'same', 'link', 'error', 'document', 'state', 'support', 'anyth', '1996', 'newer', 'odbii', 'connectorhowev', 'reader', 'work', '2011', 'honda', 'odyssey', 'link', 'took', 'minut', 'connect', 'even', 'read', 'vin', 'car', 'via', 'obdii', 'port', 'scan', 'slow', 'took', '2', 'minut', 'read', 'vinnow', 'experi', 'custom', 'support', 'went', 'websit', 'auteltechdotcom', 'list', 'includ', 'manual', 'call', 'tollfre', 'support', 'number', 'technician', 'state', 'dont', 'know', 'ms309', 'autel', 'product', 'support', 'amazon', 'ebay', 'sell', 'product', 'our', 'name', 'itwhen', 'ask', 'technician', 'model', 'support', '2001', 'acura', 'mdx', 'product', 'even', 'low', 'end', 'ai319', 'long', '19962012', 'car', 'obdii', 'connector', 'work', 'reiter', 'question', 'ask', 'confirm', 'support', 'particular', 'car', 'state', 'long', 'buy', 'support', 'again', 'confirm', 'test', 'vehicl', 'ask', 'onlin', 'seller', 'state', 'recommend', 'anyon', 'need', 'ask', 'retail', 'support', 'doesnt', 'workso', 'tell', 'run', 'compani', 'plan', 'need', 'supportmi', 'question', 'now', 'keep', 'return', 'purchas', 'pocketstor', 'fulfil', 'amazonin', 'meantim', 'give', 'product', '2star', 'work', 'newer', 'car', 'give', 'more', 'star', 'given', 'respons', 'support', 'fact', 'fail', 'connect', '2001', 'hondaacura']","08 1, 2013",A1IWMPKH1ELQQP,J. Chin,AUTEL support in the US is horrible!,1375315200
18343,B007KTINWQ,"[1, 12]",1,"['bought', 'turtl', 'wax', 'ice', 'spray', 'wax', 'specif', 'reason', 'bottl', 'synthet', 'formula', 'prevent', 'water', 'spot', 'use', 'turtl', 'wax', 'ice', 'spray', 'wax', 'twice', 'jetski', 'still', 'water', 'spot', 'time', 'take', 'out', 'waterbefor', 'took', 'jetski', 'lake', 'time', 'use', '3ms', 'marin', 'cleanerwax', 'first', 'remov', 'old', 'water', 'spot', 'liber', 'appli', 'turtl', 'wax', 'ice', 'spray', 'wax', 'wipe', 'twice', 'make', 'sure', 'appli', 'enough', 'back', 'lake', 'jetski', 'water', 'spot', 'everywher', 'obvious', 'jetski', 'get', 'wet', 'much', 'differ', 'car', 'rain', 'splash', 'through', 'puddl', 'wateri', 'satisfi', 'water', 'spot', 'came', 'easili', 'dont', 'go', 'use', '3m', 'marin', 'cleanerwax', 'water', 'spot', 'again', 'next', 'time', 'use', 'eagl', 'one', 'nanowax', 'spray', 'wax', 'instead', 'use', 'two', 'boat', '20', '16', 'both', 'fiberglass', 'water', 'spot', 'come', 'right', 'anoth', 'applic', 'eagl', 'one', 'nanowax', 'spray', 'waxth', 'bottl', 'turtl', 'wax', 'ice', 'spray', 'wax', 'call', 'advanc', 'wax', 'synthet', 'formula', 'prevent', 'water', 'spot', 'mayb', 'bottl', 'water', 'forgot', 'put', 'ingredi', 'prevent', 'water', 'spot', 'ill', 'use', 'lawn', 'tractor', 'rare', 'get', 'use', 'rainoveral', 'veri', 'disappoint', 'spray', 'wax', 'product', 'way', 'overhyp']","08 31, 2012",A2X06FP2PQ6EK0,"S. A. ROBBINS ""shirley_rw""",Absolutely does NOT prevent Water Spots.,1346371200
18358,B007OSL3DY,"[0, 0]",2,"['receiv', 'quick', 'tri', 'instal', 'fit', 'truck', 'obstruct', 'tailgat', 'upon', 'close', 'sent', 'back', 'refund', 'problem']","11 23, 2012",A3DOZ4OEZLP1DK,motor head,doesnt fit all applications.,1353628800
18389,B007P05FBW,"[5, 6]",1,"['high', 'hope', 'item', 'live', 'up', 'hype', 'instal', 'instruct', 'terribl', 'vagu', 'what', 'nutsert', 'call', 'contact', 'number', 'help', 'instal', 'bottom', 'nutsert', 'pivot', 'part', 'fail', 'within', '3', 'openingscal', 'contact', 'number', 'help', 'concur', 'instruct', 'issu', 'made', 'few', 'suggest', 'includ', 'send', 'anoth', 'instal', 'kitsinc', 'need', 'drill', 'out', 'destroy', 'replac', 'tri', 'tighten', 'nutsert', 'see', 'workwith', 'twice', 'mani', 'turn', 'instruct', 'suggest', 'still', 'pivot', 'weight', 'let', 'bottom', 'shock', 'mount', 'slip', 'tailgat', 'come', 'bang', 'downwil', 'return']","05 16, 2012",A1VM8FXNUN1DYO,JohnBoyToo,"Promising, but does not deliver !",1337126400
18390,B007P05FBW,"[3, 4]",1,"['dodgegot', 'ones', 'backi', 'avalanch', 'therer', 'page', 'give', 'choicealthough', 'custom', 'fit', 'vehicl', 'call', 'deeze', 'manufactur', 'sell', 'amazon', 'watch', 'choic']","09 7, 2012",A27A3VQITXJ4LB,"richierich 59 ""richierich""",WRONG,1346976000
18413,B007TG7HFO,"[1, 2]",2,"['updateth', 'reason', 'have', 'clean', 'problem', 'wiper', 'blade', 'old', 'went', 'auto', 'store', 'replac', 'inform', 'thisi', 'notic', 'color', 'differ', 'rubber', 'part', 'blade', 'wiper', 'fade', 'compar', 'actual', 'fresh', 'onesi', 'recommend', 'spend', 'few', 'more', 'dollar', 'store', 'new', 'one', 'cheaper', 'one', 'work', 'better', 'casenow', 'im', 'out', 'twenti', 'buck', 'plus', 'price', 'new', 'one']","09 25, 2013",A346MAIT1GXHOH,Bryant,"Old wiper blades, get new.",1380067200
18436,B007TG7HFO,"[0, 0]",2,"['clear', 'product', 'descript', 'fulli', 'enclos', 'blade', 'design', 'keep', 'ice', 'caus', 'lose', 'contact', 'live', 'part', 'arizona', 'dont', 'need', 'ugliest', 'blade', 'ive', 'seen', 'big', 'blocki', 'im', 'sure', 'work', 'great', 'snow', 'ice', 'dont', 'need', 'dont', 'flex', 'out', 'tip', 'much', 'regular', 'blade', 'outer', '334', 'even', 'touch', 'passeng', 'side', '2001', 'tundra', 'windshield', 'blade', 'rest']","02 15, 2014",A2UU3TQD379THD,Desert Rat,Winter blades,1392422400
18463,B007TG7HFO,"[0, 2]",1,"['thought', 'wiper', 'arm', 'itself', 'bent', 'put', 'old', 'blade', 'back', 'hit', 'spot', 'fine', 'use', '2009', 'camri', 'tri', 'bend', 'blade', 'bit', 'avail', 'still', 'miss', 'huge', 'spot', 'right', 'middl', 'driver', 'side', 'part', 'window', 'order', 'new', 'one', 'make', 'sure', 'differ', 'brand']","01 6, 2014",AQHJXW7L8PJGL,Joshtalgia,Large patch right in the middle not wiping,1388966400
18464,B007TG7HFO,"[1, 1]",2,"['good', 'luck', 'bosch', 'wiper', 'past', 'terribl', 'job', 'leav', 'ton', 'streak', 'top', 'half', 'wiper', 'arc', 'tri', 'differ', 'brand', 'next', 'time', 'outedit', 'replac', 'rainx', 'weatherbeat', 'wiper', 'improv', 'drastic', 'stay', 'away', 'bosch', 'wiper', 'spend', 'money', 'someth', 'actual', 'work', 'intend']","05 16, 2013",AW2CYR1UFNI1R,"JP ""byaaah!!!!!!""",These wipers suck,1368662400
18481,B007TG7HFO,"[1, 1]",1,"['instal', 'wife', '2004', 'toyota', '4runner', 'yes', 'fit', 'even', 'though', 'amazon', 'doesnt', 'seem', 'good', 'wiper', 'notic', 'littl', 'bit', 'squeal', 'driver', 'side', 'one', 'bc', 'windshield', 'need', 'clean', 'wasnt', 'enough', 'rain', 'timeupd', 'have', 'instal', 'over', 'month', 'now', 'wiper', 'faint', 'squeal', 'constant', 'annoy', 'one', 'step', 'up', 'truck', 'dont', 'squeal', 'opinion', 'worth', 'spend', 'littl', 'more', 'get', 'nicer', 'onesupdate2', 'toyota', '4runner', 'thing', 'suck', 'definit', 'buy', 'again']","06 26, 2013",A38OO05LV8XICY,"M. Golding ""Mg77""",Junk,1372204800
18497,B007TG7HFO,"[0, 0]",1,"['bought', 'set', '2014', 'instal', 'issu', 'instal', 'inspect', 'juli', '12', '2014', 'found', 'wiper', 'edg', 'both', 'driver', 'passang', 'side', 'separ', 'main', 'rubber', 'part', 'blade', 'live', 'arizona', 'weather', 'hot', 'hot', 'make', 'both', 'blade', 'disintegr', 'less', '2', 'month', 'car', 'rain', 'hit', 'worst', 'fear', 'confirm', 'wiper', 'wipe', 'away', 'rain', 'windshield', 'havedont', 'buy', 'inferior', 'product']","07 14, 2014",A2AH54MU19DB1,Robert Hand,They don't last in a hot climate.  Don't buy unless you want to change wipers every two months !!,1405296000
